id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
158_palsa_ms2_spectra_MW_460.19472RT_19.623	C17H28N6O9	[M - H]-	C17H28N6O9	Carbohydrates	0.8155503273010254	Aminosugars and aminoglycosides	0.6531020402908325	Aminoglycosides	0.7066290974617004	Aminocyclitol glycosides	0.8078019618988037	Aminosaccharides	0.7449990510940552	Carbohydrates and carbohydrate conjugates	0.877809464931488	Organooxygen compounds	0.9999444484710693	Organic oxygen compounds	0.9999048709869385	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Guanidines; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Carboximidamides; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_460.19472@RT_19.623
159_palsa_ms2_spectra_MW_688.40473RT_33.806	C30H52N14O3S	[M - H]-	C30H52N14O3S	Amino acids and Peptides	0.4195345342159271	Small peptides	0.3273455500602722	Tripeptides	0.4501759707927704	Amino acids and derivatives	0.6318594217300415	Amino acids and derivatives	0.6318594217300415	Amino acids, peptides, and analogues	0.7080784440040588	Carboxylic acids and derivatives	0.7081924676895142	Organic acids and derivatives	0.9874546527862549	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Primary amines; Tertiary amines; Carboximidamides; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_688.40473@RT_33.806
160_palsa_ms2_spectra_MW_510.23169RT_25.852	C24H30N8O5	[M - H]-	C24H30N8O5	Amino acids and Peptides	0.7643109560012817	Small peptides	0.6218138933181763	Cyclic peptides	0.5216530561447144	Oligopeptides	0.5189288258552551	Peptides	0.8585917353630066	Amino acids, peptides, and analogues	0.9941661357879639	Carboxylic acids and derivatives	0.9928145408630371	Organic acids and derivatives	0.999530553817749	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_510.23169@RT_25.852
161_palsa_ms2_spectra_MW_494.23690RT_31.971	C24H30N8O4	[M - H]-	C24H30N8O4	Alkaloids	0.5731382369995117	Peptide alkaloids	0.281670480966568	Tripeptides	0.1065187081694603	Amino acids and derivatives	0.7886785864830017	Amino acids and derivatives	0.7886785864830017	Amino acids, peptides, and analogues	0.8197672963142395	Carboxylic acids and derivatives	0.8831097483634949	Organic acids and derivatives	0.9811491966247559	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Quinazolines; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Quinazolinamines; Phenol ethers; Benzenoids; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	MW_494.23690@RT_31.971
163_palsa_ms2_spectra_MW_630.25356RT_26.373	C35H38N2O9	[M - H]-	C35H38N2O9	Alkaloids	0.7458747029304504	Tryptophan alkaloids	0.6861716508865356	Isoquinoline alkaloids	0.3340790867805481	Corynanthean-type alkaloids	0.6017489433288574					Corynanthean-type alkaloids	0.6017489433288574	Alkaloids and derivatives	0.6660613417625427	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imines; Alkyl aryl ethers; Anisoles; Piperidines; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Pyridoindoles; Carboxylic acid esters; Gallic acid and derivatives; Ketimines; Carbonyl compounds; Beta carbolines; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; M-methoxybenzoic acids and derivatives; Benzenoids; Amines; Tertiary amines; Indoles; Corynanthean-type alkaloids; Methyl esters; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	MW_630.25356@RT_26.373
164_palsa_ms2_spectra_MW_536.15354RT_23.907	C19H32N6O6S3	[M - H]-	C19H32N6O6S3	Amino acids and Peptides	0.7988530397415161	Small peptides	0.5858846306800842	Cyclic peptides	0.5662015080451965	Oligopeptides	0.5625112652778625	Peptides	0.926473081111908	Amino acids, peptides, and analogues	0.9927690029144287	Carboxylic acids and derivatives	0.9994557499885559	Organic acids and derivatives	0.9999624490737915	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Organic disulfides; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_536.15354@RT_23.907
166_palsa_ms2_spectra_MW_710.38917RT_33.935	C38H54N4O9	[M - H]-	C38H54N4O9	Alkaloids	0.5086833238601685	Oligopeptides	0.21883508563041687	Polyamines	0.3876743018627167	Amino acids and derivatives	0.5788081288337708	Amino acids and derivatives	0.5788081288337708	Amino acids, peptides, and analogues	0.5799649357795715	Carboxylic acids and derivatives	0.9853895902633667	Organic acids and derivatives	0.9994176626205444	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	MW_710.38917@RT_33.935
167_palsa_ms2_spectra_MW_680.37845RT_30.145	C36H56O12	[M - H]-	C36H56O12	Terpenoids	0.9138866662979126	Triterpenoids	0.7015669941902161	Oleanane triterpenoids	0.46630075573921204	Triterpenoids	0.8405285477638245			Triterpenoids	0.8405285477638245	Prenol lipids	0.9376654028892517	Lipids and lipid-like molecules	0.9943203926086426	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Hexoses; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Hydroxy bile acids, alcohols and derivatives; O-glycosyl compounds; Polyols; 3-hydroxysteroids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	MW_680.37845@RT_30.145
168_palsa_ms2_spectra_MW_726.38407RT_29.025	C33H54N6O12	[M - H]-	C33H54N6O12	Amino acids and Peptides	0.7576326727867126	Oligopeptides	0.8372920751571655	Cyclic peptides	0.8778722286224365	Cyclic depsipeptides	0.6012362241744995	Cyclic depsipeptides	0.6012362241744995	Depsipeptides	0.5733486413955688	Peptidomimetics	0.4882090985774994	Organic acids and derivatives	0.9998867511749268	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Cyclic peptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	MW_726.38407@RT_29.025
169_palsa_ms2_spectra_MW_726.38777RT_29.117	C32H62N4O10S2	[M - H]-	C32H62N4O10S2	Amino acids and Peptides	0.6758165955543518	Small peptides	0.4009876847267151	Tripeptides	0.5004817843437195	Oligopeptides	0.5765658617019653	Peptides	0.9759383797645569	Amino acids, peptides, and analogues	0.9904593229293823	Carboxylic acids and derivatives	0.9966261386871338	Organic acids and derivatives	0.9999157190322876	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Organic disulfides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	MW_726.38777@RT_29.117
170_palsa_ms2_spectra_MW_506.20028RT_27.845	C17H31N8O8P	[M - H]-	C17H31N8O8P	Carbohydrates	0.7643654942512512	Nucleosides	0.7802881002426147	Purine nucleos(t)ides	0.6992601156234741	Purine nucleotides	0.7616941928863525					Purine nucleotides	0.7616941928863525	Nucleosides, nucleotides, and analogues	0.856894850730896	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Guanidines; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Carboximidamides; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_506.20028@RT_27.845
171_palsa_ms2_spectra_MW_726.38405RT_30.827	C29H46N18O5	[M - H]-	C29H46N18O5	Amino acids and Peptides	0.4360271990299225	Oligopeptides	0.44293633103370667	Cyclic peptides	0.23247641324996948	Alpha amino acids and derivatives	0.6571863889694214	Amino acids and derivatives	0.8843615651130676	Amino acids, peptides, and analogues	0.9120627045631409	Carboxylic acids and derivatives	0.9676053524017334	Organic acids and derivatives	0.9997848868370056	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Tetrazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_726.38405@RT_30.827
172_palsa_ms2_spectra_MW_744.49592RT_60.180	C47H68O7	[M - H]-	C47H68O7	Terpenoids	0.7481005191802979	Meroterpenoids	0.6123751401901245	Polyprenylated cyclic polyketides (Hop meroterpenoids)	0.794511616230011	Triterpenoids	0.5017209649085999			Triterpenoids	0.5017209649085999	Prenol lipids	0.7995043992996216	Lipids and lipid-like molecules	0.866328239440918	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Triterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	MW_744.49592@RT_60.180
173_palsa_ms2_spectra_MW_448.15836RT_16.252	C20H24N4O8	[M - H]-	C20H24N4O8	Alkaloids	0.5026769638061523	Polycyclic aromatic polyketides	0.7673562169075012	Tetracyclines	0.6373531818389893	Dialkylarylamines	0.6073354482650757	Tertiary amines	0.59195476770401	Amines	0.793992280960083	Organonitrogen compounds	0.9994819760322571	Organic nitrogen compounds	0.9993971586227417	Organic compounds; Ketones; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Polyols; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Cyclic ketones; Vinylogous acids; Dialkylarylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	MW_448.15836@RT_16.252
175_palsa_ms2_spectra_MW_600.24249RT_24.888	C29H36N4O10	[M - H]-	C29H36N4O10	Alkaloids	0.5283191800117493	Polycyclic aromatic polyketides	0.4141145646572113	Tetracyclines	0.4956231415271759	Tetracyclines	0.7249979376792908					Tetracyclines	0.7249979376792908	Phenylpropanoids and polyketides	0.7601243853569031	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Tetracyclines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Polyols; Naphthols and derivatives; Benzenoids; Amines; Tertiary amines; Vinylogous acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	MW_600.24249@RT_24.888
176_palsa_ms2_spectra_MW_552.18488RT_18.885	C26H32O13	[M - H]-	C26H32O13	Shikimates and Phenylpropanoids	0.5890126824378967	Monoterpenoids	0.6641243100166321	Secoiridoid monoterpenoids	0.378716379404068	Flavonoid O-glycosides	0.6247817873954773	Flavonoid O-glycosides	0.6247817873954773	Flavonoid glycosides	0.6783185601234436	Flavonoids	0.5654907822608948	Phenylpropanoids and polyketides	0.6155645251274109	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Acetals; Secondary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	MW_552.18488@RT_18.885
177_palsa_ms2_spectra_MW_586.22708RT_19.037	C22H38N2O16	[M - H]-	C22H38N2O16	Carbohydrates	0.8879415988922119	Aminosugars and aminoglycosides	0.9169113039970398	Aminosugars	0.8941702246665955	N-acylneuraminic acids	0.7824112176895142	Sugar acids and derivatives	0.8355659246444702	Carbohydrates and carbohydrate conjugates	0.9992780089378357	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	0.9999936819076538	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrans; Alcohols and polyols; Acylaminosugars; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Glucuronides; Carboxylic acid amides; Hemiacetals; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Amino sugars; Carboxylic acids; Neuraminic acids and derivatives; Sugar amino acids and derivatives; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Pyranoid amino acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Amines; C-glucuronides; N-acylneuraminic acids; N-acylneuraminic acids and derivatives; Neuraminic acids; Aminosaccharides; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_586.22708@RT_19.037
179_palsa_ms2_spectra_MW_478.07501RT_24.497	C18H10N10O7	[M - H]-	C18H10N10O7	Alkaloids	0.8217177987098694	Pseudoalkaloids	0.6412559747695923	Azo and Azoxy alkaloids	0.7066971063613892	Nitrobenzenes	0.8767765760421753			Nitrobenzenes	0.8767765760421753	Benzene and substituted derivatives	0.7754991054534912	Benzenoids	0.9885026216506958	Organic compounds; Organoheterocyclic compounds; Nitrobenzenes; Furans; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Benzene and substituted derivatives; Benzenoids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	MW_478.07501@RT_24.497
181_palsa_ms2_spectra_MW_522.17429RT_30.641	C25H30O12	[M - H]-	C25H30O12	Terpenoids	0.6971780061721802	Monoterpenoids	0.7853825092315674	Iridoids monoterpenoids	0.7082856297492981	Iridoid O-glycosides	0.6031618714332581	Iridoid O-glycosides	0.6031618714332581	Terpene glycosides	0.7354573607444763	Prenol lipids	0.5664536952972412	Lipids and lipid-like molecules	0.8147322535514832	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Aromatic monoterpenoids; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Fatty Acyls; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	MW_522.17429@RT_30.641
182_palsa_ms2_spectra_MW_552.22125RT_22.057	C18H29N14O5P	[M - H]-	C18H29N14O5P	Carbohydrates	0.7162611484527588	Nucleosides	0.7309212684631348	Purine nucleos(t)ides	0.5015847086906433	Alpha amino acids and derivatives	0.6132322549819946	Amino acids and derivatives	0.9207785129547119	Amino acids, peptides, and analogues	0.9255722165107727	Carboxylic acids and derivatives	0.9379045367240906	Organic acids and derivatives	0.9985787868499756	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Oxolanes; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_552.22125@RT_22.057
183_palsa_ms2_spectra_MW_566.23683RT_23.093	C19H31N14O5P	[M - H]-	C19H31N14O5P	Carbohydrates	0.7413385510444641	Nucleosides	0.7325747609138489	Purine nucleos(t)ides	0.543912947177887	Alpha amino acids and derivatives	0.739029049873352	Amino acids and derivatives	0.9785891175270081	Amino acids, peptides, and analogues	0.9796885848045349	Carboxylic acids and derivatives	0.9777659177780151	Organic acids and derivatives	0.9994435906410217	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_566.23683@RT_23.093
184_palsa_ms2_spectra_MW_552.22124RT_21.446	C29H28N8O4	[M - H]-	C29H28N8O4	Alkaloids	0.6680797934532166	Pseudoalkaloids	0.2187829464673996	pteridine alkaloids	0.14514410495758057	Amino acids and derivatives	0.6446174383163452	Amino acids and derivatives	0.6446174383163452	Amino acids, peptides, and analogues	0.6375818848609924	Carboxylic acids and derivatives	0.8378891944885254	Organic acids and derivatives	0.979407787322998	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Tetrazoles; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_552.22124@RT_21.446
185_palsa_ms2_spectra_MW_462.17403RT_19.214	C14H31N4O11P	[M - H]-	C14H31N4O11P	Carbohydrates	0.7883718609809875	Aminosugars and aminoglycosides	0.624920129776001	Aminosugars	0.589353084564209	Purine ribonucleoside diphosphates	0.561592698097229	Purine ribonucleoside diphosphates	0.561592698097229	Purine ribonucleotides	0.4108949303627014	Purine nucleotides	0.5455611944198608	Nucleosides, nucleotides, and analogues	0.9083632826805115	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Organic pyrophosphates; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	MW_462.17403@RT_19.214
